hexagram_id,line_position,line_label,yin_yang,classical_text,small_image_text,small_image_translation,korean_text
33,2,六二,yin,執之用黃牛之革，莫之勝說。,執用黃牛，固志也。,"누런 소(중색)로 붙잡음은, 뜻을 굳게 하기 때문이다.",집지용황우지혁 막지승설(執之用黃牛之革，莫之勝說) 황소의 가죽을 씀을 잡는다. 승리를 기뻐하지 말아라
33,3,九三,yang,系遯，有疾厲，畜臣妾吉。,系遯之厲，有疾憊也。畜臣妾吉，不可大事也。,"매여 물러나지 못함의 위태로움은, 병들어 지침이 있기 때문이다. 신첩을 기르는 것은 길하나, 큰일은 할 수 없다.",계둔 유질려 축신첩길(系遯，有疾厲，畜臣妾吉) 달아남이 매이다. 신하와 시녀를 모으니 길하다.
33,4,九四,yang,好遯君子吉，小人否。,君子好遯，小人否也。,"군자는 물러남을 좋아하나, 소인은 그렇지 않기 때문이다.",호둔군자길 소인비(好遯君子吉，小人否) 군자를 회피함을 좋아하니 길하다. 소인은 막힌다.
33,5,九五,yang,嘉遯，貞吉。,嘉遯貞吉，以正志也。,"아름답게 물러나 바르고 길함은, 뜻을 바르게 하기 때문이다.",가돈 정길(嘉遯，貞吉) 피하니 아름답다. 바르니 길하다.
33,6,上九,yang,肥遯，无不利。,肥遯，无不利；无所疑也。,"여유롭게 물러남이 이롭지 않음이 없는 것은, 의심할 바가 없기 때문이다.",비돈 무불리(肥遯，无不利) 기름짐을 피한다. 이롭지않음이 없다.
34,1,初九,yang,壯于趾，征凶，有孚。,壯于趾，其孚窮也。,"발가락이 굳셈은, 그 믿음이 궁하기 때문이다.",장우지 정흉 유부(壯于趾，征凶，有孚) 발이 씩씩하다. 먼길을 가나 흉하다. 믿음이 있다.
34,2,九二,yang,貞吉。,九二貞吉，以中也。,"구이가 바르고 길함은, 가운데 있기 때문이다.",정길(貞吉) 바르니 길하다.
34,3,九三,yang,小人用壯，君子用罔，貞厲。羝羊觸藩，羸其角。,小人用壯，君子罔也。,"소인은 굳셈을 쓰나, 군자는 쓰지 않기 때문이다.",소인용장 군자용망 정려 저양촉번 리기각(小人用壯，君子用罔，貞厲。羝羊觸藩，羸其角) 소인은 씩씩함을 쓴다. 군자는 속임을 쓴다. 바름에 힘쓴다. 숫향이 울타리에 닿았다. 그 뿔이 파리하다.
34,4,九四,yang,貞吉悔亡，藩決不羸，壯于大輿之輹。,藩決不羸，尚往也。,"울타리가 무너져 걸리지 않음은, 가기를 숭상하기 때문이다.",정길회망 번결불리 장우대여지복(貞吉悔亡，藩決不羸，壯于大輿之輹) 바르니 길하나 잃음을 근심하다. 울타리가 터지니 괴로워하지않는다. 큰수레의 복토(伏兔)가 견고하다.
34,5,六五,yin,喪羊于易，无悔。,喪羊于易，位不當也。,"양을 쉽게 잃음은, 자리가 마땅하지 않기 때문이다.",상양우역 무회(喪羊于易，无悔) 바뀜에서 양을 잃다. 후회는없다.
34,6,上六,yin,羝羊觸藩，不能退，不能遂，无攸利，艱則吉。,不能退，不能遂，不詳也。艱則吉，咎不長也。,"물러날 수도 나아갈 수도 없음은, 살피지 않기 때문이다. 어렵게 하면 길하니, 허물이 오래가지 않는다.",저양촉번 불능퇴 불능수 무유리 간즉길(羝羊觸藩，不能退，不能遂，无攸利，艱則吉) 숫양이 울타리에 닿았다. 물러날수없고 따를수도 없다. 이로운바가 없다. 어려운즉 길하다.
35,1,初六,yin,晉如，摧如，貞吉。罔孚，裕无咎。,晉如，摧如；獨行正也。裕无咎；未受命也。,"나아가려 해도 꺾임은, 홀로 바르게 행하기 때문이다. 너그러우면 허물이 없음은, 아직 명을 받지 않았기 때문이다.",진여 최여 정길 망부 유무구(晉如，摧如，貞吉。罔孚，裕无咎) 나아가는것같고 물러나는것같다. 바르니 길하다. 믿음을 엮는다. 넉넉하니 허물이없다.
35,2,六二,yin,晉如，愁如，貞吉。受茲介福，于其王母。,受茲介福，以中正也。,"이 큰 복을 받음은, 중정하기 때문이다.",진여 추여 정길 수자개복 우기왕모(晉如，愁如，貞吉。受茲介福，于其王母) 억누르는것같고 괴롭히는것같다. 바르니 길하다. 그 왕모(王母)로부터 복(福) 사이에 끼여 더욱 받는다.
35,3,六三,yin,眾允，悔亡。,眾允之志，上行也。,"무리가 허락하는 뜻은, 위로 행하기 때문이다.",중윤 회무(衆允，悔亡) 군신들이 미쁘다. 후회는 없다.
35,4,九四,yang,晉如鼫鼠，貞厲。,鼫鼠貞厲，位不當也。,"들쥐(貪한 자)가 바르나 위태로움은, 자리가 마땅하지 않기 때문이다.",진여석서 정려(晉如鼫鼠，貞厲) 사이에 끼임이 바위다람쥐같다. 바름이 괴롭다.
35,5,六五,yin,悔亡，失得勿恤，往吉无不利。,失得勿恤，往有慶也。,"얻고 잃음을 근심하지 않음은, 가면 경사가 있기 때문이다.",회망 실득물휼 왕길무불리(悔亡，失得勿恤，往吉无不利) 잊음을 후회한다. 잃기도 하고 얻기도 하니 불쌍히 여기지말라 가는것이 이롭지않음이 없으니 길하다.
35,6,上九,yang,晉其角，維用伐邑，厲吉无咎，貞吝。,維用伐邑，道未光也。,"오직 읍을 칠 때 씀은, 도가 아직 빛나지 않기 때문이다.",진기각 유용용벌읍 려길무구 정린(晉其角，維用伐邑，厲吉无咎，貞吝) 그뿔를 억누른다. 오직 읍을침략함을 행한다. 힘쓰니 길하다. 허물이없다. 바르나 인색하다.
36,1,初九,yang,明夷于飛，垂其翼。君子于行，三日不食，有攸往，主人有言。,君子于行，義不食也。,"군자가 떠남은, 의리상 먹지 않기 때문이다.",명이우비 수기익 군자우행 삼일불식 유유왕 주인유언(明夷于飛，垂其翼。君子于行，三日不食，有攸往，主人有言) 날아오름에서 명이이다. 그날개를 드리운다. 행함에서 군자이다. 삼일동안 먹지않는다. 갈바가있다. 주인이 약속한다.
36,2,六二,yin,明夷，夷于左股，用拯馬壯，吉。,六二之吉，順以則也。,"육이의 길함은, 순하여 법칙을 따르기 때문이다.","명이(明夷) 이우좌고 용증마장 길(明夷，夷于左股，用拯馬壯，吉) 명이, 왼족 넓적다리에서 온화하다. 말이 씩식함을 도움을 행하다. 길하다."
36,3,九三,yang,明夷于南狩，得其大首，不可疾貞。,南狩之志，乃大得也。,"남쪽 사냥의 뜻은, 크게 얻기 때문이다.",명이우남수 득기대수 불가질정(明夷于南狩，得其大首，不可疾貞) 명이(明夷)가 남쪽 임지(任地)에 있다. 그 큰머리를 얻다. 바름이 병일수없다.
36,4,六四,yin,入于左腹，獲明夷之心，于出門庭。,入于左腹，獲心意也。,"왼쪽 배 속으로 들어감은, 마음의 뜻을 얻기 때문이다.",입우조복 획명이지심 출우문정(入于左腹，獲明夷之心，出于門庭) 왼쪽 배에 들어간다. 명이의 마음을 얻다. 문뜰에 나간다.
36,5,六五,yin,箕子之明夷，利貞。,箕子之貞，明不可息也。,"기자의 바름은, 밝음이 꺼질 수 없기 때문이다.",기자지명이 이정(箕子之明夷，利貞) 기자(箕子)의 명이(明夷)이다. 바르니이롭다.
36,6,上六,yin,不明晦，初登于天，后入于地。,初登于天，照四國也。后入于地，失則也。,"처음 하늘에 오름은, 사방 나라를 비추기 때문이다. 뒤에 땅으로 들어감은, 법칙을 잃었기 때문이다.",불명회 초등우천 후입우지(不明晦，初登于天，后入于地) 그믐이 밝지않다. 처음 하늘에 오른다. 뒤에 땅에 들어간다.
37,1,初九,yang,閑有家，悔亡。,閑有家，志未變也。,"집에 법도를 세움은, 뜻이 아직 변하지 않았기 때문이다.",한유가 회망(閑有家，悔亡) 집에 있으니 한가롭다. 잊음을 후회한다.
37,2,六二,yin,无攸遂，在中饋，貞吉。,六二之吉，順以巽也。,"육이의 길함은, 순하고 유순하기 때문이다.",무유수 재중궤 정길(无攸遂，在中饋，貞吉) 따르는바가없다. 식사중에있다. 곧으니 길하다.
37,3,九三,yang,家人嗃嗃，悔厲吉；婦子嘻嘻，終吝。,家人嗃嗃，未失也；婦子嘻嘻，失家節也。,"집안이 엄하게 꾸짖는 것은, 아직 잃지 않은 것이다. 아녀자가 실실 웃음은, 집의 절도를 잃음이다.","가인엄효 회려길 부자희희 종린(家人嗃嗃，悔厲吉,婦子嘻嘻，終吝) 가인이 엄하고 큰소리로 외친다. 미워함을 후회하나 길하다. 부자가 화락하고 웃다. 끝은 인색하다."
37,4,六四,yin,富家，大吉。,富家大吉，順在位也。,"집이 부유해 크게 길함은, 순하게 자리에 있기 때문이다.",부가 대길(富家，大吉) 집이 부유하니 크게 길하다.
37,5,九五,yang,王假有家，勿恤。吉。,王假有家，交相愛也。,"왕이 집에 이름은, 서로 사랑하기 때문이다.",왕격유가 물휼 길(王假有家，勿恤。吉) 왕이 집에 이르다. 근심하지말라 길하다.
37,6,上九,yang,有孚威如，終吉。,威如之吉，反身之謂也。,"위엄이 있는 길함은, 자신에게 돌이켜 봄을 말한다.",유부위여 종길(有孚威如，終吉) 믿음이 있으니 권세같다. 끝이 길하다.
38,1,初九,yang,悔亡，喪馬勿逐，自復；見惡人无咎。,見惡人，以辟咎也。,"악한 사람을 봄은, 허물을 피하기 때문이다.","회망 상마물축 자복 견오인무구(悔亡，喪馬勿逐，自復,見惡人无咎) 잃음을 후회한다. 말을 잃으나 쫓지말라 스스로 돌아온다. 사람이 병들음을 보나 허물은 없다."
38,2,九二,yang,遇主于巷，无咎。,遇主于巷，未失道也。,"골목에서 주인을 만남은, 아직 도를 잃지 않았기 때문이다.",우주우항 무구(遇主于巷，无咎) 문밖에서 주인을 만난다. 허물없다.
38,3,六三,yin,見輿曳，其牛掣，其人天且劓，无初有終。,見輿曳，位不當也。无初有終，遇剛也。,"수레가 끌려감을 봄은, 자리가 마땅하지 않기 때문이다. 처음이 없어도 끝이 있음은, 강을 만나기 때문이다.",견예예 기우체 기인천차의 무초유종(見輿曳，其牛掣，其人天且劓，无初有終) 수레를 끌어당김을 본다. 기소가 끈다. 그 사람이 묵형(墨刑)하고 또 의형(劓刑)한다. 시작은 없고 끝은 있다.
38,4,九四,yang,睽孤，遇元夫，交孚，厲无咎。,交孚无咎，志行也。,"믿음이 사귀어 허물이 없음은, 뜻이 행해지기 때문이다.",계호 우원부 교부 려무구(睽孤，遇元夫，交孚，厲无咎) 부릅뜬 모양은 외롭다. 본디 저를 만난다. 믿음을 교제한다. 근심하나 허물은 없다.
38,5,六五,yin,悔亡，厥宗噬膚，往何咎。,厥宗噬膚，往有慶也。,"그 일가가 살점을 씹듯 하니, 가면 경사가 있기 때문이다.",회망 궐종서부 왕하구(悔亡，厥宗噬膚，往何咎) 잃음을 뉘우친다. 그 제사에서 저민고기를 깨문다. 가니 어찌 잘못이겠는가?
38,6,上九,yang,睽孤， 見豕負涂，載鬼一車， 先張之弧，后說之弧，匪寇婚媾，往遇雨則吉。,遇雨之吉，群疑亡也。,"비를 만남의 길함은, 여러 의심이 사라지기 때문이다.",규호 견시부도 재귀일사 선장지호 후탈지호 비구혼구 왕우우즉길(睽孤， 見豕負涂，載鬼一車， 先張之弧，后說之弧，匪寇婚媾，往遇雨則吉) 반목하니 의지할데가없다. 진흙을 업은 돼지를 보다. 귀신을 한수레에 싣다. 먼저 활을 펼치고 뒤에 활을 벗는다. 도적이 혼사를 구한다. 가니 비를만난다. 즉 길하다.
39,1,初六,yin,往蹇，來譽。,往蹇來譽，宜待也。,"가면 어렵고 오면 명예로움은, 기다림이 마땅하기 때문이다.",왕건 래예(往蹇，來譽) 가는바가 굼뜨다. 명예가 온다.
39,2,六二,yin,王臣蹇蹇，匪躬之故。,王臣蹇蹇，終无尤也。,"왕의 신하가 거듭 어려움을 당함은, 끝내 허물이 없기 때문이다.",왕신건건 비궁지고(王臣蹇蹇，匪躬之故) 왕의 신하가 머무르고 교만하다. 몸의 연고가 아니다.
39,3,九三,yang,往蹇來反。,往蹇來反，內喜之也。,"가면 어렵고 오면 돌아감은, 안이 기뻐하기 때문이다.","완건 래반(往蹇,來反) 가서 고생한다. 되돌아온다."
39,4,六四,yin,往蹇來連。,往蹇來連，當位實也。,"가면 어렵고 오면 이어짐은, 자리가 마땅하고 실질이 있기 때문이다.",왕건래련(往蹇來連) 가서 머무르니 잇달아 온다.
39,5,九五,yang,大蹇朋來。,大蹇朋來，以中節也。,"큰 어려움에 벗이 옴은, 가운데의 절도를 지키기 때문이다.",대건붕래(大蹇朋來) 크게 교만하니 무리가온다.
39,6,上六,yin,往蹇來碩，吉；利見大人。,往蹇來碩，志在內也。利見大人，以從貴也。,"가면 어렵고 오면 큼은, 뜻이 안에 있기 때문이다. 대인을 뵘이 이로움은, 귀한 이를 따르기 때문이다.","왕건래석 길 이견대인(往蹇來碩，吉,利見大人) 가서 고생하니 차서온다. 길하다. 대인을 만나니 이롭다."
40,1,初六,yin,无咎。,剛柔之際，義无咎也。,"강과 유의 경계는, 의리상 허물이 없기 때문이다.",무구(无咎) 허물없다.
40,2,九二,yang,田獲三狐，得黃矢，貞吉。,九二貞吉，得中道也。,"구이가 바르고 길함은, 중도의 도를 얻기 때문이다.",전획삼호 득황시 정길(田獲三狐，得黃矢，貞吉) 전에서 세마리 여우를 잡는다. 황(黃)화살을 얻는다. 바르니 길하다.
40,3,六三,yin,負且乘，致寇至，貞吝。,負且乘，亦可丑也，自我致戎，又誰咎也。,"지고 타는 것은, 또한 부끄러울 만하다. 스스로 전쟁을 부르니, 또 누구를 허물하겠는가.",부차승 치구질 정인(負且乘，致寇至，貞吝) 짐을 지고 또한 타니 도적이 이르러 덜렁대는 모양이다. 바르나 인색하다.
40,4,九四,yang,解而拇，朋至斯孚。,解而拇，未當位也。,"엄지발가락을 풂은, 아직 자리가 마땅하지 않기 때문이다.",해이무 붕지사부(解而拇，朋至斯孚) 엄지손가락을 핑계하나 친구가 이르러 믿음이 다한다.
40,5,六五,yin,君子維有解，吉；有孚于小人。,君子有解，小人退也。,"군자가 풂이 있으면, 소인이 물러나기 때문이다.","군자유유해 길 유부우소인(君子維有解，吉,有孚于小人) 군자는 풀어서 매니 길하다. 소인에게 믿음이 있다."
40,6,上六,yin,公用射隼，于高墉之上，獲之，无不利。,公用射隼，以解悖也。,"공이 매를 쏨은, 어긋남을 풀기 때문이다.",공용석준 우고용지상 획지 무불리(公用射隼，于高墉之上，獲之，无不利) 공이 높은 담장위에서 매를 맞힘을 행하고 그것을 잡으니 이롭지않음이없다.
41,1,初九,yang,已事遄往，无咎，酌損之。,已事遄往，尚合志也。,"일을 마치고 빨리 감은, 뜻이 합하기를 숭상하기 때문이다.",이사천왕 무구 작손지(已事遄往，无咎，酌損之) 이미 일이 빠르게 왔다. 허물이없다. 그것을 덜어 따른다.
41,2,九二,yang,利貞，征凶，弗損益之。,九二利貞，中以為志也。,"구이가 바름이 이로운 것은, 가운데로 뜻을 삼기 때문이다.",이정정흉 불손익지(利貞征凶，弗損益之) 나아가 흉한것을 바름으로 이롭게한다. 그것을 덜거나 더하지 않는다.
41,3,六三,yin,三人行，則損一人；一人行，則得其友。,一人行，三則疑也。,"한 사람이 가면 좋으나, 셋이면 의심이 생기기 때문이다.","삼인행 즉손일인 일인행 즉득기우(三人行，則損一人,一人行，則得其友) 세사람이 가면 한사람을 잃고 한사람이 가면 그 벗을 얻음이 있다."
41,4,六四,yin,損其疾，使遄有喜，无咎。,損其疾，亦可喜也。,"그 병을 덜어냄은, 또한 기뻐할 만하기 때문이다.",손기질 사천유희 무구(損其疾，使遄有喜，无咎) 그 병이 덜해지니 빠르게 기뻐진다. 허물이없다.
41,5,六五,yin,或益之，十朋之龜弗克違，元吉。,六五元吉，自上佑也。,"육오가 크게 길함은, 위로부터 도움을 받기 때문이다.",혹익지 십붕지구불극위 원길(或益之，十朋之龜弗克違，元吉) 혹 그것을 더하면 열 무리의 거북이 균열함을 이기지못하니 본디 길하다.
41,6,上九,yang,弗損益之，无咎，貞吉，利有攸往，得臣无家。,弗損益之，大得志也。,"덜지 않고 더함은, 크게 뜻을 얻기 때문이다.",불손익지 무구 정길 이유유왕 득신무가(弗損益之，无咎，貞吉，利有攸往，得臣无家) 그것을 덜지도 더하지도 않는다. 허물이없다. 바르니 길하다. 갈바가있어 이롭다. 집이 없는 신하를 얻다.
42,1,初九,yang,利用為大作，元吉，无咎。,元吉无咎，下不厚事也。,"크게 길하고 허물이 없음은, 아래가 두텁게 일하지 않기 때문이다.",이용위대작 원길 무구(利用為大作，元吉，无咎) 큰일을 하게함이 이롭다. 본디 길하고 허물이 없다.
42,2,六二,yin,或益之，十朋之龜弗克違，永貞吉。王用享于帝，吉。,或益之，自外來也。,"혹 더함이 있음은, 밖에서 오기 때문이다.",혹익지 십붕지구불극위 영정길 왕용형우제 길(或益之，十朋之龜弗克違，永貞吉。王用享于帝，吉) 혹 그것을 더하면 열마리의 거북이(등껍데기)가 균열을 이기지못한다. 길고바르니 길하다. 왕이 천제(天帝)에 형통하여 쓰니 길하다.
42,3,六三,yin,益之用凶事，无咎。有孚中行，告公用圭。,益用凶事，固有之也。,"흉한 일에 익을 씀은, 본래 지닌 것이기 때문이다.",익지용흉사 무구 유부중행 고공용규(益之用凶事，无咎。有孚中行，告公用圭) 그것을 더하여 쓰니 일이 흉하다. 허물은없다. 가운데로 가니 믿는바가있다. 공이 저울눈을 사용함을 고하다.
42,4,六四,yin,中行，告公從。利用為依遷國。,告公從，以益志也。,"공에게 고하고 따름은, 뜻을 더하기 때문이다.",중행 고공종 이용위의천국(中行，告公從。利用爲依遷國) 가운데로 가다. 공이 쫓음을 고하다. 그나라를 의지해 옮기니 이롭다.
42,5,九五,yang,有孚惠心，勿問元吉。有孚惠我德。,有孚惠心，勿問之矣。惠我德，大得志也。,"믿음으로 은혜로운 마음이 있으면, 물을 필요가 없다. 내 덕을 은혜로 여김은, 크게 뜻을 얻기 때문이다.",유부혜심 물문원길 유부혜아덕(有孚惠心，勿問元吉。有孚惠我德) 은혜를 믿는바가있다. 본디 길함을 묻지말라 내가베푼은혜를 믿는바가있다.
42,6,上九,yang,莫益之，或擊之，立心勿恆，凶。,莫益之，偏辭也。或擊之，自外來也。,"더함이 없는 것은, 치우친 말이기 때문이다. 혹 침을 받음은, 밖에서 오기 때문이다.",막익지 혹격지 입심물항흉(莫益之，或擊之，立心勿恒凶) 그 더함이 없다. 혹 그것을 친다. 마음을 세우고 항상 근심하지 말라.
43,1,初九,yang,壯于前趾，往不勝為咎。,不勝而往，咎也。,"이기지 못하고 감은, 허물이다.",장우전지 왕불승위구(壯于前趾，往不勝爲咎) 앞터에서 씩씩하다. 이따금 허물이되 훌륭하지못하다.
43,2,九二,yang,惕號，莫夜有戎，勿恤。,莫夜有戎，得中道也。,"밤중에 군사가 있음은, 중도의 도를 얻기 때문이다.",척호 막야유융 물휼(惕號，莫夜有戎，勿恤) 부름을 두려워하다. 조용한 밤에 오랑캐가 있다. 불쌍히 여기지말라.
43,3,九三,yang,壯于頄，有凶。君子夬夬，獨行遇雨，若濡有慍，无咎。,君子夬夬，終无咎也。,"군자가 결단하고 결단함은, 끝내 허물이 없기 때문이다.",장우규 유흉 군자쾌쾌 독행우우 약유유온 무구(壯于頄，有凶。君子夬夬，獨行遇雨，若濡有慍，无咎) 광대뼈가 씩씩하다. 홀로 가다 비를 만난다. 젖었으나 따뜻함이 있다. 허물이 없다.
43,4,九四,yang,臀无膚，其行次且。牽羊悔亡，聞言不信。,其行次且，位不當也。聞言不信，聰不明也。,"그 행동이 머뭇거림은, 자리가 마땅하지 않기 때문이다. 말을 듣고 믿지 않음은, 귀가 밝지 못하기 때문이다.",둔무부 기행차차 견양회망 문언불신(臀无膚，其行次且。牽羊悔亡，聞言不信)
43,5,九五,yang,莧陸夬夬，中行无咎。,中行无咎，中未光也。,"가운데로 행해 허물이 없음은, 가운데가 아직 빛나지 않기 때문이다.",현륙쾌쾌 중행무구(莧陸夬夬，中行无咎) 상륙(商陸)은 그 성질이 쾌히 하는바이다. 가운데를 가니 허물이없다.
43,6,上六,yin,无號，終有凶。,无號之凶，終不可長也。,"부르짖지 못함의 흉함은, 끝내 오래할 수 없기 때문이다.",무호 종유흉(无號，終有凶) 부름이없다. 끝에 근심이 있다.
44,1,初六,yin,系于金柅，貞吉，有攸往，見凶，羸豕孚踟躅。,系于金柅，柔道牽也。,"쇠제동장치에 매임은, 유의 도가 끌리기 때문이다.",계우금니 정길 유유왕 견흉 리시지촉(系于金柅，貞吉，有攸往，見凶，羸豕踟躅) 수레바퀴 고동쇠에 매어놓다. 바르니길하다. 갈바가있으면 흉함을 본다. 파리한 돼지가 머뭇머뭇거린다.
44,2,九二,yang,包有魚，无咎，不利賓。,包有魚，義不及賓也。,"물고기를 품음은, 의리상 손님에게 미치지 않기 때문이다.",포유어 무구 불리빈(包有魚，无咎，不利賓) 물고기가 있어 포장한다. 허물이 없으나 물가는 이롭지 않다.
44,3,九三,yang,臀无膚，其行次且，厲，无大咎。,其行次且，行未牽也。,"그 행동이 머뭇거림은, 행함이 아직 끌리지 않기 때문이다.",둔무부 기행차저 려 무대구(臀无膚，其行次且，厲，无大咎) 볼기에 살이 없다. 그 행함에 또 머뭇거린다. 힘쓴다면 크게허물은 없다.
44,4,九四,yang,包无魚，起凶。,无魚之凶，遠民也。,"물고기가 없음의 흉함은, 백성을 멀리하기 때문이다.",포무어 기흉(包无魚，起凶) 포장한 물고기가 없다. 흉이 일어난다.
44,5,九五,yang,以杞包瓜，含章，有隕自天。,九五含章，中正也。有隕自天，志不舍命也。,"구오가 문채를 품음은, 중정하기 때문이다. 하늘에서 떨어짐이 있음은, 뜻이 명을 버리지 않기 때문이다.",이기포과 함장 유운자천(以杞包瓜，含章，有隕自天) 쟁기로 오이를 얻음는 본보기를 머금은바이다. 하늘에서 떨어진것이다.
44,6,上九,yang,姤其角，吝，无咎。,姤其角，上窮吝也。,"그 뿔과 만남은, 위가 궁해 부끄럽기 때문이다.",후기각 린무구(姤其角，吝无咎) 부딪쳐 만나니 인색하나 허물은 없다.
45,1,初六,yin,有孚不終，乃亂乃萃，若號一握為笑，勿恤，往无咎。,乃亂乃萃，其志亂也。,"어지럽고 모임은, 그 뜻이 어지럽기 때문이다.",유부부종 내란내췌 약호일악위소 물휼왕무구(有孚不終，乃亂乃萃，若號一握為笑，勿恤，往无咎) 끝이아님을 믿는바가있다. 난리여도 모인다. 하나가 작다고 일컬어지고 웃겠으나 근심하지말라 갈바가 있음은 허물이 없겠다.
45,2,六二,yin,引吉，无咎，孚乃利用禴。,引吉无咎，中未變也。,"이끌어 길하고 허물이 없음은, 가운데가 아직 변하지 않았기 때문이다.",인길무구 부내이용약(引吉，无咎，孚乃利用禴) 이끄니 길하고 허물이 없다. 약소를 알고 이로움을 믿는다.
45,3,六三,yin,萃如，嗟如，无攸利，往无咎，小吝。,往无咎，上巽也。,"가도 허물이 없음은, 위가 유순하기 때문이다.",췌여차여 무유리 왕무구 소린(萃如，嗟如，无攸利，往无咎，小吝) 갑작스럽게 이르러 이로운바가없다. 갈바가있으니 허물은 없다. 약간은 인색하다.
45,4,九四,yang,大吉，无咎。,大吉无咎，位不當也。,"크게 길해도 허물이 없음은, 자리가 마땅하지 않기 때문이다.",대길무구(大吉，无咎) 대길하고 무구하다.
45,5,九五,yang,萃有位，无咎。匪孚，元永貞，悔亡。,萃有位，志未光也。,"모여 자리가 있음은, 뜻이 아직 빛나지 않기 때문이다.",췌유위무구 비부원영정회망(萃有位，无咎。匪孚，元永貞，悔亡) 모이니 차례가있다. 허물없다. 믿지않는다. 본디 길고 바르다. 잊음을 후회한다.
45,6,上六,yin,齎咨涕洟，无咎。,齎咨涕洟，未安上也。,"탄식하며 눈물을 흘림은, 위에 편안하지 않기 때문이다.",재자체이 무구(齎咨涕洟，无咎) 탄식하고탄식한다. 눈물 콧물이 흘른다. 허물이없다.
46,1,初六,yin,允升，大吉。,允升大吉，上合志也。,"진실로 올라가 크게 길함은, 위와 뜻이 합하기 때문이다.",윤승 대길(允升，大吉) 진실로 올라가는바는 크게 길하다.
46,2,九二,yang,孚乃利用禴，无咎。,九二之孚，有喜也。,"구이의 믿음은, 기쁨이 있기 때문이다.",부내이용약 무구(孚乃利用禴，无咎) 믿는바 약소함을 씀이 이롭다. 허물없다.
46,3,九三,yang,升虛邑。,升虛邑，无所疑也。,"빈 읍으로 올라감은, 의심할 바가 없기 때문이다.",승허읍(升虛邑) 허한 읍에 나아가다.
46,4,六四,yin,王用亨于岐山，吉无咎。,王用亨于岐山，順事也。,"왕이 기산에서 제사함은, 순한 일이기 때문이다.",왕용형우기산 길 무구(王用亨于岐山，吉 无咎) 왕이 갈림길에 형통하여 쓴다. 길하고 허물없다.
46,5,六五,yin,貞吉，升階。,貞吉升階，大得志也。,"바르고 길하여 계단을 오름은, 크게 뜻을 얻기 때문이다.",정길 승계(貞吉，升階) 바르고 길하다. 돌계단을 오른다.
46,6,上六,yin,冥升，利于不息之貞。,冥升在上，消不富也。,"어두운 승진이 위에 있음은, 소멸하여 부유하지 않기 때문이다.",명승 이우불식지정(冥升，利于不息之貞) 날이 저물어도 오른다. 쉬지않는 곧음에서 이롭다.
47,1,初六,yin,臀困于株木，入于幽谷，三歲不覿。,入于幽谷，幽不明也。,"깊은 골짜기로 들어감은, 어둡고 밝지 못하기 때문이다.",둔곤우주목 입우유곡 삼세불견(臀困于株木，入于幽谷，三歲不見) 엉덩이가 나무그루터기에 곤하다. 깊은 골짜기에 들어가 수년을 보지않는다.
47,2,九二,yang,困于酒食，朱紱方來，利用亨祀，征凶，无咎。,困于酒食，中有慶也。,"술과 음식에 곤함은, 가운데 있어 경사가 있기 때문이다.",곤우주식 주불방래 이용형사 정흉 무구(困于酒食，朱紱方來，利用亨祀，征凶，无咎) 주식에 곤란하다. 주불(붉은색 제복)은 사방에서 찾아온다. 제사를 형통케 씀이 이롭다. 나아가면 흉하고 허물은없다.
47,3,六三,yin,困于石，據于蒺藜，入于其宮，不見其妻，凶。,據于蒺藜，乘剛也。入于其宮，不見其妻，不祥也。,"가시나무에 기댐은, 강을 타고 있기 때문이다. 그 집에 들어가 아내를 보지 못함은, 상서롭지 못하기 때문이다.",곤우석 거우질려 입우기궁 불견기처 흉(困于石，據于蒺藜，入于其宮，不見其妻，凶) 돌에 곤하다. 질려에 거한다. 그 집에 들어가 그 처를 만나지않는다. 흉이다.
47,4,九四,yang,來徐徐，困于金車，吝，有終。,來徐徐，志在下也。雖不當位，有與也。,"느릿느릿 옴은, 뜻이 아래에 있기 때문이다. 비록 자리가 마땅하지 않으나, 함께할 이가 있기 때문이다.",래서서 곤우금거 린 유종(來徐徐，困于金車，吝，有終) 서서히 오니 쇠수레에 곤하다. 인색하나 끝이 있다.
47,5,九五,yang,劓刖，困于赤紱，乃徐有說，利用祭祀。,劓刖，志未得也。乃徐有說，以中直也。利用祭祀，受福也。,"코와 발을 베임은, 뜻을 아직 얻지 못했기 때문이다. 이에 차츰 기쁨이 있음은, 가운데 곧기 때문이다. 제사를 지냄이 이로움은, 복을 받기 때문이다.",의월 곤우적불 내서유설 이용제사(劓刖，困于赤紱，乃徐有說，利用祭祀) 코를 베고 발꿈치를 베는 형벌은 적불(붉은색 제복)에서 곤하다. 서서히 제사하니 제사를 쓰는 이로움있다.
47,6,上六,yin,困于葛藟，于臲卼，曰動悔。有悔，征吉。,困于葛藟，未當也。動悔，有悔，吉行也。,"칡덩굴에 곤함은, 아직 마땅하지 않기 때문이다. 움직이면 후회가 있으나, 후회가 있으면 길하게 행하기 때문이다.","곤우갈류 우얼계 왈동회 유회 정길(困于葛藟，于臲甈，曰動悔。有悔，征吉) 칡덩쿨에서 곤하다. 위태하다. 왈, 움직임을 후회한다. 뉘우침이 있어 나아가면 길하다."
